ID		PT-BR NAME			EN NAME
1165		Elmo completo negro			Black full helm
1167		Capuz de couro			Leather cowl
1169		Coifa de couro guarnecido			Studded leather coif
1171		Escudo de madeira			Wooden shield
1173		Escudo retangular de bronze			Bronze square shield
1175		Escudo retangular de ferro			Iron square shield
1177		Escudo retangular de aço			Steel sq shield
1179		Escudo ret negro			Black sq shield
1181		Escudo retangular de mithril			Mithril sq shield
1183		Escudo retangular de adamantio			Adamant sq shield
1185		Escudo retangular rúnico			Rune sq shield
1187		Escudo retangular dragônico			Dragon sq shield
1189		Escudo ogival de bronze			Bronze kiteshield
1191		Escudo ogival de ferro			Iron kiteshield
1193		Escudo ogival de aço			Steel kiteshield
1195		Escudo ogival negro			Black kiteshield
1197		Escudo ogival de mithril			Mithril kiteshield
1199		Escudo ogival de adamantio			Adamant kiteshield
1201		Escudo ogival rúnico			Rune kiteshield
1203		Adaga de ferro			Iron dagger
1205		Adaga de bronze			Bronze dagger
1207		Adaga de aço			Steel dagger
1209		Adaga de mithril			Mithril dagger
1211		Adaga de adamantio			Adamant dagger
1213		Adaga rúnica			Rune dagger
1215		Adaga dragônica			Dragon dagger
1217		Adaga negra			Black dagger
1219		Adaga de ferro (v)			Iron dagger (p)
1221		Adaga de bronze (v)			Bronze dagger (p)
1223		Adaga de aço (v)			Steel dagger (p)
1225		Adaga de mithril (v)			Mithril dagger (p)
1227		Adaga de adamantio (v)			Adamant dagger (p)
1229		Adaga rúnica (v)			Rune dagger (p)
1231		Adaga dragônica (v)			Dragon dagger (p)
1233		Adaga negra (v)			Black dagger (p)
1235		Adaga envenenada (v)			Poisoned dagger (p)
1237		Lança de bronze			Bronze spear
1239		Lança de ferro			Iron spear
1241		Lança de aço			Steel spear
1243		Lança de mithril			Mithril spear
1245		Lança de adamantio			Adamant spear
1247		Lança rúnica			Rune spear
1249		Lança dragônica			Dragon spear
1251		Lança de bronze (v)			Bronze spear (p)
1253		Lança de ferro (v)			Iron spear (p)
1255		Lança de aço (v)			Steel spear (p)
1257		Lança de mithril (v)			Mithril spear (p)
1259		Lança de adamantio (v)			Adamant spear (p)
1261		Lança rúnica (v)			Rune spear (p)
1263		Lança dragônica (v)			Dragon spear (p)
1265		Picareta de bronze			Bronze pickaxe
1267		Picareta de ferro			Iron pickaxe
1269		Picareta de aço			Steel pickaxe
1271		Picareta de adamantio			Adamant pickaxe
1273		Picareta de mithril			Mithril pickaxe
1275		Picareta rúnica			Rune pickaxe
1277		Espada de bronze			Bronze sword
1279		Espada de ferro			Iron sword
1281		Espada de aço			Steel sword
1283		Espada negra			Black sword
1285		Espada de mithril			Mithril sword
1287		Espada de adamantio			Adamant sword
1289		Espada rúnica			Rune sword
1291		Espada longa de bronze			Bronze longsword
1293		Espada longa de ferro			Iron longsword
1295		Espada longa de aço			Steel longsword
1297		Espada longa negra			Black longsword
1299		Espada longa de mithril			Mithril longsword
1301		Espada longa de adamantio			Adamant longsword
1303		Espada longa rúnica			Rune longsword
1305		Espada longa dragônica			Dragon longsword
1307		Espada 2m de bronze			Bronze 2h sword
1309		Espada de 2m de ferro			Iron 2h sword
1311		Espada de 2m de aço			Steel 2h sword
1313		Espada 2m negra			Black 2h sword
1315		Espada de 2m de mithril			Mithril 2h sword
1317		Espada de 2m de adamantio			Adamant 2h sword
1319		Espada de 2m rúnica			Rune 2h sword
1321		Cimitarra de bronze			Bronze scimitar
1323		Cimitarra de ferro			Iron scimitar
1325		Cimitarra de aço			Steel scimitar
1327		Cimitarra negra			Black scimitar
1329		Cimitarra de mithril			Mithril scimitar
1331		Cimitarra de adamantio			Adamant scimitar
1333		Cimitarra rúnica			Rune scimitar
1335		Martelo de guerra de ferro			Iron warhammer
1337		Martelo de guerra bronze			Bronze warhammer
1339		Martelo de guerra de aço			Steel warhammer
1341		Martelo de guerra negro			Black warhammer
1343		Martelo de guerra de mithril			Mithril warhammer
1345		Martelo de guerra de adamantio			Adamant warhammer
1347		Martelo de guerra rúnico			Rune warhammer
1349		Machado de ferro			Iron hatchet
1351		Machado de bronze			Bronze hatchet
1353		Machado de aço			Steel hatchet
1355		Machado de mithril			Mithril hatchet
1357		Machado de adamantio			Adamant hatchet
1359		Machado rúnico			Rune hatchet
1361		Machado negro			Black hatchet
1363		Machado batalha de ferro			Iron battleaxe
1365		Machado de batalha de aço			Steel battleaxe
1367		Machado de batalha negro			Black battleaxe
1369		Machado de batalha de mithril			Mithril battleaxe
1371		Machado de batalha de adamantio			Adamant battleaxe
1373		Machado de batalha rúnico			Rune battleaxe
1375		Machado batalha de bronze			Bronze battleaxe
1377		Machado de batalha dragônico			Dragon battleaxe
1379		Cajado			Staff
1381		Cajado do ar			Staff of air
1383		Cajado da água			Staff of water
1385		Cajado da terra			Staff of earth
1387		Cajado do fogo			Staff of fire
1389		Cajado mágico			Magic staff
1391		Bastão			Battlestaff
1393		Bastão do fogo			Fire battlestaff
1395		Bastão da água			Water battlestaff
1397		Bastão do ar			Air battlestaff
1399		Bastão da terra			Earth battlestaff
1401		Cajado místico do fogo			Mystic fire staff
1403		Cajado místico da água			Mystic water staff
1405		Cajado místico do ar			Mystic air staff
1407		Cajado místico da terra			Mystic earth staff
1409		Cajado de Iban			Iban's staff
1410		Cajado de Iban			Iban's staff
1411		Garfo de agricultor			Farmer's fork
1413		Alabarda			Halberd
1415		Martelo de guerra			Warhammer
1417		Dardo longo			Javelin
1419		Foice			Scythe
1420		Maça de ferro			Iron mace
1422		Maça de bronze			Bronze mace
1424		Maça de aço			Steel mace
1426		Maça negra			Black mace
1428		Maça de mithril			Mithril mace
1430		Maça de adamantio			Adamant mace
1432		Maça rúnica			Rune mace
1434		Maça dragônica			Dragon mace
1436		Essência rúnica			Rune essence
1438		Talismã do ar			Air talisman
1440		Talismã da terra			Earth talisman
1442		Talismã do fogo			Fire talisman
1444		Talismã da água			Water talisman
1446		Talismã corporal			Body talisman
1448		Talismã mental			Mind talisman
1450		Talismã do sangue			Blood talisman
1452		Talismã do caos			Chaos talisman
1454		Talismã cósmico			Cosmic talisman
1456		Talismã da morte			Death talisman
1458		Talismã da lei			Law talisman
1460		Talismã da alma			Soul talisman
1462		Talismã da natureza			Nature talisman
1464		Bilhete para arco e flecha			Archery ticket
1465		Veneno de arma			Weapon poison
1466		Lesma do mar			Sea slug
1467		Gravetos úmidos			Damp sticks
1468		Gravetos secos			Dry sticks
1469		Vidro quebrado			Broken glass
1470		Esfera vermelha			Red bead
1472		Esfera amarela			Yellow bead
1474		Esfera preta			Black bead
1476		Esfera branca			White bead
1478		Amuleto da precisão			Amulet of accuracy
1480		Rocha			Rock
1481		Orbe de luz			Orb of light
1482		Orbe de luz			Orb of light
1483		Orbe de luz			Orb of light
1484		Orbe de luz			Orb of light
1485		Tecido embebido			Damp cloth
1486		Pedaço de trilho			Piece of railing
1487		Chifre de unicórnio			Unicorn horn
1488		Insígnia do paladino			Paladin's badge
1489		Insígnia do paladino			Paladin's badge
1490		Insígnia do paladino			Paladin's badge
1491		Gato da bruxa			Witch's cat
1492		Boneca de Iban			Doll of Iban
1493		Diário antigo			Old journal
1494		História de Iban			History of Iban
1495		Manoplas de Klank			Klank's gauntlets
1496		Pomba de Iban			Iban's dove
1497		Amuleto de Othanian			Amulet of Othanian
1498		Amuleto de Doomion			Amulet of Doomion
1499		Amuleto de Holthion			Amulet of Holthion
1500		Sombra de Iban			Iban's shadow
1501		Garapa dos anões			Dwarf brew
1502		Cinzas de Iban			Iban's ashes
1503		Mandado			Warrant
1504		Cura para enxaqueca			Hangover cure
1505		Um pergaminho mágico			A magic scroll
1506		Máscara de gás			Gas mask
1507		Uma pequena chave			A small key
1508		Um bilhete desleixado			A scruffy note
1509		Livro			Book
1510		Foto			Picture
1511		Lenha			Logs
1513		Lenha mágica			Magic logs
1515		Lenha de teixo			Yew logs
1517		Lenha de bordo			Maple logs
1519		Lenha de salgueiro			Willow logs
1521		Lenha de carvalho			Oak logs
1523		Gazua			Lockpick
1525		Serpenteira suja			Grimy snake weed
1526		Serpenteira limpa			Clean snake weed
1527		Ardrigal sujo			Grimy ardrigal
1528		Ardrigal limpo			Clean ardrigal
1529		Folha de sito suja			Grimy sito foil
1530		Folha de sito limpa			Clean sito foil
1531		Líquen volencia sujo			Grimy volencia moss
1532		Líquen volencia limpo			Clean volencia moss
1533		Erva dos párias suja			Grimy rogue's purse
1534		Erva dos párias limpa			Clean rogue's purse
1535		Parte do mapa			Map part
1536		Parte do mapa			Map part
1537		Parte do mapa			Map part
1538		Mapa de Crandor			Crandor map
1539		Pregos de aço			Steel nails
1540		Escudo antidragão			Anti-dragon shield
1542		Chave do labirinto			Maze key
1543		Chave			Key
1544		Chave			Key
1545		Chave			Key
1546		Chave			Key
1547		Chave			Key
1548		Chave			Key
1549		Estaca			Stake
1550		Alho			Garlic
1552		Sardinha ao coriantro			Doogle sardine
1553		Caixa do fogo			Tinderbox
1555		Gatinho de estimação			Pet kitten
1556		Gatinho de estimação			Pet kitten
1557		Gatinho de estimação			Pet kitten
1558		Gatinho de estimação			Pet kitten
1559		Gatinho de estimação			Pet kitten
1560		Gatinho de estimação			Pet kitten
1561		Gato de estimação			Pet cat
1562		Gato de estimação			Pet cat
1563		Gato de estimação			Pet cat
1564		Gato de estimação			Pet cat
1565		Gato de estimação			Pet cat
1566		Gato de estimação			Pet cat
1567		Gato superdesenvolvido			Overgrown cat
1568		Gato superdesenvolvido			Overgrown cat
1569		Gato superdesenvolvido			Overgrown cat
1570		Gato superdesenvolvido			Overgrown cat
1571		Gato superdesenvolvido			Overgrown cat
1572		Gato superdesenvolvido			Overgrown cat
1573		Folhas de coriantro			Doogle leaves
1574		Caixa do fogo			Tinderbox
1575		Medalha de treinamento			Cat training medal
1576		Caixa do fogo			Tinderbox
1577		Castiçal do Pete			Pete's candlestick
1579		Bracelete de ladrão mestre			Master thief's armband
1580		Luvas de gelo			Ice gloves
1581		Baba de caracol de blamiche			Blamish snail slime
1582		Óleo de blamiche			Blamish oil
1583		Pena de pássaro de Entrana			Entranan firebird feather
1584		Documentos de identidade			ID papers
1585		Vara de pescar oleosa			Oily fishing rod
1586		Chave mista			Miscellaneous key
1588		Chave do Grip			Grip's key
1589		Picture			Picture
1590		Chave empoeirada			Dusty key
1591		Chave da cadeia			Jail key
1592		Molde de anel			Ring mould
1594		Molde profano			Unholy mould
1595		Molde de amuleto			Amulet mould
1597		Molde de colar			Necklace mould
1599		Molde sagrado			Holy mould
1601		Diamante			Diamond
1603		Rubi			Ruby
1605		Esmeralda			Emerald
1607		Safira			Sapphire
1609		Opala			Opal
1611		Jade			Jade
1613		Topázio vermelho			Red topaz
1615		Dragolito			Dragonstone
1617		Diamante bruto			Uncut diamond
1619		Rubi bruto			Uncut ruby
1621		Esmeralda bruta			Uncut emerald
1623		Safira bruta			Uncut sapphire
1625		Opala bruta			Uncut opal
1627		Jade bruto			Uncut jade
1629		Topázio vermelho bruto			Uncut red topaz
1631		Dragolito bruto			Uncut dragonstone
1633		Gema estilhaçada			Crushed gem
1635		Anel de ouro			Gold ring
1637		Anel de safira			Sapphire ring
1639		Anel de esmeralda			Emerald ring
1641		Anel de rubi			Ruby ring
1643		Anel de diamante			Diamond ring
1645		Anel de dragolito			Dragonstone ring
1649		Anel de safira			Sapphire ring
1650		Anel de esmeralda			Emerald ring
1651		Anel de rubi			Ruby ring
1652		Anel de diamante			Diamond ring
1653		Anel de dragolito			Dragonstone ring
1654		Colar de ouro			Gold necklace
1656		Colar de safira			Sapphire necklace
1658		Colar de esmeralda			Emerald necklace
1660		Colar de rubi			Ruby necklace
1662		Colar de diamante			Diamond necklace
1664		Colar de dragolito			Dragonstone necklace
1668		Colar de safira			Sapphire necklace
1669		Colar de esmeralda			Emerald necklace
1670		Colar de rubi			Ruby necklace
1671		Colar de diamante			Diamond necklace
1672		Colar de dragão			Dragon necklace
1673		Amuleto de ouro			Gold amulet
1675		Amuleto de safira			Sapphire amulet
1677		Amuleto de esmeralda			Emerald amulet
1679		Amuleto de rubi			Ruby amulet
1681		Amuleto de diamante			Diamond amulet
1683		Amuleto de dragolito			Dragonstone amulet
1687		Amuleto de safira			Sapphire amulet
1688		Amuleto de esmeralda			Emerald amulet
1689		Amuleto de rubi			Ruby amulet
1690		Amuleto de diamante			Diamond amulet
1691		Amuleto de dragolito			Dragonstone amulet
1692		Amuleto de ouro			Gold amulet
1694		Amuleto de safira			Sapphire amulet
1696		Amuleto de esmeralda			Emerald amulet
1698		Amuleto de rubi			Ruby amulet
1700		Amuleto de diamante			Diamond amulet
1702		Amuleto de dragolito			Dragonstone amulet
1704		Amuleto da glória			Amulet of glory
1706		Amuleto da glória (1)			Amulet of glory (1)
1708		Amuleto da glória (2)			Amulet of glory (2)
1710		Amuleto da glória (3)			Amulet of glory (3)
1712		Amuleto da glória (4)			Amulet of glory (4)
1714		Símbolo sem cordão			Unstrung symbol
1716		Símbolo não abençoado			Unblessed symbol
1718		Símbolo sagrado			Holy symbol
1720		Emblema sem cordão			Unstrung emblem
1722		Símbolo sem potência			Unpowered symbol
1724		Símbolo profano			Unholy symbol
1725		Amuleto da força			Amulet of strength
1727		Amuleto de magia			Amulet of magic
1729		Amuleto de defesa			Amulet of defence
1731		Amuleto do poder			Amulet of power
1733		Agulha			Needle
1734		Linha			Thread
1735		Tesoura			Shears
1737		Lã			Wool
1739		Pele de vaca			Cowhide
1741		Couro			Leather
1743		Couro duro			Hard leather
1745		Couro de dragão verde			Green dragon leather
1747		Pele de dragão negro			Black dragonhide
1749		Pele de dragão vermelho			Red dragonhide
1751		Pele de dragão azul			Blue dragonhide
1753		Pele de dragão verde			Green dragonhide
1755		Cinzel			Chisel
1757		Avental marrom			Brown apron
1759		Novelo de lã			Ball of wool
1761		Argila macia			Soft clay
1763		Corante vermelho			Red dye
1765		Corante amarelo			Yellow dye
1767		Corante azul			Blue dye
1769		Corante laranja			Orange dye
1771		Corante verde			Green dye
1773		Corante roxo			Purple dye
1775		Vidro derretido			Molten glass
1777		Corda de arco			Bowstring
1779		Linho			Flax
1781		Carbonato de sódio			Soda ash
1783		Balde de areia			Bucket of sand
1785		Tubo de sopro de vidro			Glassblowing pipe
1787		Pote (sem queimar)			Pot (unfired)
1789		Forma de torta (sem queimar)			Pie dish (unfired)
1791		Tigela (sem queimar)			Bowl (unfired)
1793		Folha de isatis			Woad leaf
1794		Fio de bronze			Bronze wire
1796		Colar de prata			Silver necklace
1797		Colar de prata			Silver necklace
1798		Xícara de prata			Silver cup
1799		Xícara de prata			Silver cup
1800		Garrafa de prata			Silver bottle
1801		Garrafa de prata			Silver bottle
1802		Livro de prata			Silver book
1803		Livro de prata			Silver book
1804		Agulha de prata			Silver needle
1805		Agulha de prata			Silver needle
1806		Pote de prata			Silver pot
1807		Pote de prata			Silver pot
1808		Linha do criminoso			Criminal's thread
1809		Linha do criminoso			Criminal's thread
1810		Linha do criminoso			Criminal's thread
1811		Papel mata moscas			Flypaper
1812		Vaso ardente			Pungent pot
1813		Punhal do criminoso			Criminal's dagger
1814		Punhal do criminoso			Criminal's dagger
1815		Impressão do assassino			Killer's print
1816		Impressão da Anna			Anna's print
1817		Impressão do Bob			Bob's print
1818		Impressão da Carol			Carol's print
1819		Impressão do David			David's print
1820		Impressão da Elizabeth			Elizabeth's print
1821		Impressão do Frank			Frank's print
1822		Impressão desconhecida			Unknown print
1823		Odre d'água (4)			Waterskin (4)
1825		Odre d'água (3)			Waterskin (3)
1827		Odre d'água (2)			Waterskin (2)
1829		Odre d'água (1)			Waterskin (1)
1831		Odre d'água (0)			Waterskin (0)
1833		Camisa do deserto			Desert shirt
1835		Túnica do deserto			Desert robe
1837		Botas do deserto			Desert boots
1839		Chave de metal			Metal key
1840		Chave da porta da cela			Cell door key
1841		Barril			Barrel
1842		Ana dentro do barril			Ana in a barrel
1843		chave de ferro forjado			Wrought iron key
1844		Camisa de escravo			Slave shirt
